9187.547593	-1136.583308
9187.969846	-1136.23183
9188.384109	-1135.866575
9188.788023	-1135.489907
9189.181272	-1135.102118
9189.563551	-1134.703511
9189.934563	-1134.294395
9190.294018	-1133.875089
9190.641637	-1133.44592
9190.977149	-1133.007221
9191.300293	-1132.559333
9191.610818	-1132.102607
9191.908483	-1131.637396
9192.193054	-1131.164062
9192.464311	-1130.682975
9192.722044	-1130.194509
9192.96605	-1129.699043
9193.196141	-1129.196964
9193.412137	-1128.688662
9193.61387	-1128.174533
9193.801183	-1127.654976
9193.973931	-1127.130397
9194.131979	-1126.601203
9194.275203	-1126.067806
9194.403493	-1125.530622
9194.516749	-1124.990068
9194.614882	-1124.446565
9194.697816	-1123.900537
9194.765487	-1123.352407
9194.817842	-1122.802604
9194.85484	-1122.251553
9194.876294	-1121.699289
9194.884129	-1121.16106
9194.883714	-1120.641801
9194.880568	-1120.140192
9194.877279	-1119.640203
9194.87399	-1119.140213
9194.8707	-1118.640224
9194.867411	-1118.140235
9194.864121	-1117.640246
9194.860832	-1117.140257
9194.857418	-1116.640272
9194.852669	-1116.132035
9194.844565	-1115.616439
9194.623226	-1112.42622
9194.550858	-1111.894949
9194.468251	-1111.365173
9194.375435	-1110.83709
9194.272447	-1110.310897
9194.159323	-1109.786789
9194.036105	-1109.264962
9193.902841	-1108.745609
9193.759579	-1108.228925
9193.606373	-1107.715102
9193.44328	-1107.204332
9193.27036	-1106.696803
9193.087678	-1106.192706
